"code
";PrUfungsstellename ;Bundesland;PLZ;Ort;Strasse
659;Volkshochschule WUrzburg & Umgebung;Bayern;97070;WUrzburg;MUnzstr.
1076;Zweckverband Volkshochschule im Landkreis Erding;Bayern;85435;Erding;Lethnerstr.
949;Zweckverband Volkshochschule Unteres Pegnitztal;Bayern;91207;Lauf;Spitalstra§e 
658;Volkshochschule Lohr-GemUnden;Bayern;97816;Lohr;Ludwigstr.
588;GLCT GmbH - German Language Center Tabassam;Bayern;97070;WUrzburg;Kaiserstr.
10503;Volkshochschule Murnau e.V.;Bayern;82418;Murnau;Seidlstra§e
21095;bfz gGmbH;Bayern;89312;GUnzburg;Augsburger Stra§e 45-47
21096;bfz Aschaffenburg;Bayern;63741;Aschaffenburg;Lange Stra§e 
21097;bfz Miltenberg;Bayern;63897;Miltenberg;Junkerstra§e 
21104;bfz Hochfranken;Bayern;95028;Hof;Schleizer Str.
586;Volkshochschule Marktheidenfeld e.V.;Bayern;97828;Marktheidenfeld;Marktplatz
21111;Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz);Bayern;95445;Bayreuth;Eduard-Bayerleinstr. 
21105;bfz Memmingen;Bayern;87700;Memmingen;JŠgerndorfer Stra§e
21101;bfz Rosenheim;Bayern;83022;Rosenheim;Gie§ereistra§e
21100;bfz Kempten;Bayern;87428;Kempten;Kesselstra§e
21112;bfz Ingolstadt;Bayern;85037;Ingolstadt;Viehmarktplatz
21102;bfz Weiden;Bayern;92637;Weiden;Stockerhutweg
21107;bfz Ansbach;Bayern;91522;Ansbach;Rettistra§e
21093;SIB Sprachinstitut Bilge;Bayern;95448;Bayreuth;Markgrafenallee 
691;Volkshochschule Mainburg e. V.;Bayern;84048;Mainburg;Mitterweg
21130;bfz Erlangen;Bayern;91052;Erlangen;NŠgelsbachstra§e 
21132;GbR MAS Sprachschule MUnchen - SongUl Kayadibi-Altinzencir und Dr. Mahmut Altinzencir GbR MAS Sprachschule MUnchen;Bayern;80337;MUnchen;Lindwurmstra§e 
21108;Kolping Bildungswerk DV EichstŠtt e.V.;Bayern;85072;EichstŠtt;Burgstra§e
21123;AFI Private Akademie fUr Informatik;Bayern;90461;NUrnberg;Allersberger Str.
21135;vhs im Norden des Landkreises MUnchen e.V.;Bayern;80304;Garching;Telschowstr.
993;Deutsche Angestellten Akademie  GmbH;Bayern;84503;Altštting;Neušttinger Stra§e
10151;CR-Sprachschulen;Bayern;90459;NUrnberg;Celtisstr.
21136;Maximum Nachhilfe & Sprachschule Stift & Tafel gGmbH;Bayern;90742;FUrth;Friedrichstra§e
10903;Bildungs- und Schulungs-Institut gGmbH;Bayern;97424;Schweinfurt;Karl-Gštz-Stra§e
8941;NUrnberger Sprachschule;Bayern;90459;NUrnberg;Aufse§platz
21134;mehr-erfolg-beim-lernen;Bayern;84524;Neuštting;Altšttinger. Str. 
2159;Volkshochschule Starnberger See e.V.;Bayern;82319;Starnberg;Bahnhofplatz
1131;vhs Gemering;Bayern;82110;Germering;Industriestr. 
21101;bfz Alpenvorland Aussentelle Traunstein;Bayern;83278;Traunstein;Gewerbepark Kaserne 
947;Die Kolping Akademie;Bayern;82362;Weilheim;Trifthofstr.
4380;A&QUA - Gesellschaft fUr Bildung, Arbeit und Qualifizierung;Berlin;10997;Berlin;Kšpenicker Stra§e
4079;ABU Akademie fUr Berufsfšrderung und Umschulung gGmbH;Berlin;12681;Berlin;Beilsteiner Stra§e
5128;abw - gemeinnUtzige Gesellschaft fUr Arbeit, Bildung und Wohnen mbH;Berlin;14059;Berlin;Sophie-Charlotten-Str.
10457;Akademie fUr berufliche Weiterbildung AfbW Berlin GmbH;Berlin;10999;Berlin;Kottbusser Stra§e
4679;bbw Akademie fUr Betriebswirtschaftliche Weiterbildung GmbH;Berlin;10318;Berlin;Rheinpfalzallee
9526;bbw Bildungswerk der Wirtschaft in Berlin und Brandenburg e.V.;Berlin;10625;Berlin;Am Schillertheater
5125;Berlitz Deutschland GmbH;Berlin;10719;Berlin;KurfUrstendamm
5139;Berlitz Deutschland GmbH;Berlin;10117;Berlin;Friedrichstra§e
5140;Berlitz Deutschland GmbH;Berlin;13409;Berlin;Reginhardstra§e
10314;BIA Akademie GmbH;Berlin;10367;Berlin;Mšllendorffstra§e
3919;BTB Bildungszentrum GmbH;Berlin;10178;Berlin;Alexanderstra§e
5605;BUNT - Stiftung Bildung und integrative Arbeit gGmbH;Berlin;13597;Berlin;JUdenstra§e
5040;BW, Bildungswelt GmbH Bildungswerk fUr Beruf und Sprache;Berlin;12165;Berlin;Waetzoldtstr.
9687;CBW College Berufliche Weiterbildung Berlin GmbH;Berlin;10789;Berlin;Tauentzienstra§e
9583;dtz - bildung & qualifizierung gGmbH;Berlin;10967;Berlin;Hasenheide
5123;Europa Spracheninstitut, Boyan Bonev;Berlin;10247;Berlin;Frankfurter Allee
8085;Euro-Schulen Berlin Brandenburg GmbH;Berlin;13507;Berlin;Berliner Str.
20721;FONS Academy GmbH;Berlin;10787;Berlin;Ansbacher Stra§e
5540;GemeinnUtzige Gesellschaft fUr berufsbildende Ma§nahmen mbH;Berlin;10719;Berlin;Joachimsthaler Stra§e
9542;GemeinnUtzige Gesellschaft fUr berufsbildende Ma§nahmen mbH;Berlin;12099;Berlin;Ringbahnstr.
9544;GemeinnUtzige Gesellschaft fUr berufsbildende Ma§nahmen mbH;Berlin;12159;Berlin;Hauptstra§e
9545;GemeinnUtzige Gesellschaft fUr berufsbildende Ma§nahmen mbH;Berlin;12043;Berlin;Laskerstr. 
5547;GemeinnUtzige Gesellschaft fUr berufsbildende Ma§nahmen mbH GfbM;Berlin;13407;Berlin;Flottenstr.
4243;Gesellschaft fUr interkulturelles Zusammenleben e.V;Berlin;13597;Berlin;Reformationsplatz
10043;GFS Steuer- und Wirtschaftsfachschule GmbH;Berlin;10787;Berlin;Ansbacher Stra§e
3882;Gilberto-Bosques-Volkshochschule Friedrichshain-Kreuzberg;Berlin;10969;Berlin;Wassertorstra§e
4819;Gullivers Kompetenz Zentrum fUr berufliche Aus- und Weiterbildung OHG;Berlin;10709;Berlin;Cicerostr.
4660;Harri-Reinert-Volkshochschule Spandau;Berlin;13597;Berlin;Carl-Schurz-Stra§e
5122;Hartnackschule Berlin;Berlin;10777;Berlin;Motzstra§e
5606;iberika education group gGmbH;Berlin;10961;Berlin;Mehringdamm
5219;IFS-Akademie GmbH;Berlin;10785;Berlin;Potsdamer Stra§e
5119;inlingua Sprachcenter Berlin GmbH;Berlin;10787;Berlin;Kleiststra§e
5239;Institut fUr Aus- und Weiterbildung gGmbH;Berlin;13347;Berlin;Groninger Stra§e
4700;Institut fUr Interkulturelle Kommunikation e. V. Berlin;Berlin;10365;Berlin;Herzbergstr.
4839;Institut fUr Internationale Kommunikation e.V.;Berlin;13347;Berlin;Oudenarder Str.
6003;Job-Konzept GmbH;Berlin;10179;Berlin;Michaelkirchstra§e
10310;Lernstatt im Wohnbezirk e.V.;Berlin;13357;Berlin;Gottschedstra§e
4499;LZ Lernziel GmbH;Berlin;10551;Berlin;Turmstr.
3999;M.I.Q. Bildungsmanagement Berlin;Berlin;10717;Berlin;Trautenaustra§e
5541;Nestor Bildungsinstitut GmbH;Berlin;10178;Berlin;Alexanderstra§e
20340;Nextlevel Beratungszentrum GmbH;Berlin;13581;Berlin;Seeburger Str.
9904;Primus Bildungscentren GmbH;Berlin;13129;Berlin;Alt-Blankenburg
5479;SECONOS Qualifications & Services GmbH;Berlin;13359;Berlin;Osloer Str.
5120;Sprach- und Integrationsschule e.V.;Berlin;12051;Berlin;Emser Str.
10876;TUH-Bildungszentrum gGmbH;Berlin;12053;Berlin;Rollbergstr.
10064;Volkshochschule Berlin Mitte;Berlin;13347;Berlin;Antonstra§e
10306;Volkshochschule Tempelhof-Schšneberg;Berlin;10781;Berlin;Barbarossaplatz
9547;WIPA GmbH;Berlin;10367;Berlin;Mšllendorffstr.
1676;Zentrum fUr Bildung und Sprache e.V.;Berlin;12055;Berlin;Richardstr.
7159;ZGS Bildungs GmbH;Berlin;13597;Berlin;Moritzstra§e
7160;ZGS Bildungs GmbH;Berlin;13187;Berlin;Breite Stra§e
5820;Bezirksamt Neukšlln Otto-Suhr-Volkshochschule;Berlin;12053;Berlin;Boddinstra§e
21047;dtz-bildungswerk berlin gmbh;Berlin;12043;Berlin;Hobrechtstra§e
21089;NetBil gGmbH;Berlin;13357;Berlin;Badstra§e
21076;Volkshochschule Steglitz-Zehlendorf;Berlin;12207;Berlin;Goethestr.
10308;Volkshochschule Treptow-Kšpenick;Berlin;12437;Berlin;Baumschulenstra§e
21092;Mikro Partner Service GmbH;Berlin;12099;Berlin;Colditzstra§e
21142;ABU GmbH & Co. KG;Berlin;12681;Berlin;Beilsteiner Stra§e
5042;BBQ (Baumann Bildung & Qualifizierung);Berlin;10367;Berlin;Mšllendorffstra§e
21139;Fusion Bildung e.V.;Berlin;13593;Berlin;Wilhelmstr.
9578;Akademie Seehof GmbH;Brandenburg;14776;Brandenburg an der Havel;NeustŠdtischer Markt
1065;Ausbildungsverbund Teltow e. V.;Brandenburg;14513;Teltow;Oderstra§e
2039;Berlin-Brandenburgische Auslandsgesellschaft e.V.;Brandenburg;14482;Potsdam;Schulstr.
2041;Berlin-Brandenburgische Auslandsgesellschaft e.V.;Brandenburg;14770;Brandenburg;Gotthardtkirchplatz
1298;DAA;Brandenburg;3238;Finsterwalde;Oscar-Kjellberg-Stra§e
9685;DAA - Deutsche Angestellten Akademie GmbH;Brandenburg;16225;Eberswalde;Boldtstra§e
2187;damago GmbH;Brandenburg;14467;Potsdam;Yorckstra§e
2239;damago GmbH;Brandenburg;3046;Cottbus;Schlo§kirchstra§e
10875;Euro-Schulen Berlin Brandenburg GmbH;Brandenburg;14467;Potsdam;Friedrich-Ebert-Stra§e
8084;Euro-Schulen Berlin Brandenburg GmbH;Brandenburg;16775;Gransee;Templiner Str.
3619;Fortbildungsakademie der Wirtschaft (FAW) gGmbH;Brandenburg;16761;Hennigsdorf;Neuendorfstra§e
9823;Fortbildungsakademie der Wirtschaft (FAW) gGmbH;Brandenburg;3051;Cottbus;Am Seegraben
2419;IKW Institut fUr Kommunikation und Wirtschaftsbildung GmbH;Brandenburg;14712;Rathenow;GrUnauer Fenn
10677;Kreisvolkshochschule (KVHS) des Landkreises Dahme-Spreewald;Brandenburg;15711;Kšnigs Wusterhausen;Schulweg
10644;Kreisvolkshochschule Elbe-Elster;Brandenburg;4910;Elsterwerda;Schlossplatz
9723;Kreisvolkshochschule Uckermark;Brandenburg;17291;Prenzlau;BrUssower Allee
1497;Nestor Bildungsinstitut GmbH;Brandenburg;3046;Cottbus;Inselstra§e
1940;Nestor Bildungsinstitut GmbH;Brandenburg;16816;Neuruppin;Zur Mesche
1980;NESTOR Bildungsinstitut GmbH;Brandenburg;16515;Oranienburg;Andre-Pican-Str.
10017;SBH Nordost GmbH ;Brandenburg;3046;Cottbus;Berliner Str.
10905;Strausberger Bildungs- und Sozialwerk e. V. (SBSW);Brandenburg;15344;Strausberg;Wirtschaftsweg
1180;VHS Potsdam;Brandenburg;14467;Potsdam;Am Kanal
2559;Volkshochschule Teltow-FlŠming;Brandenburg;14943;Luckenwalde;Dessauer Str.
2840;T†V Rheinland Akademie GmbH;Brandenburg;1968;Senftenberg-Brieske;Fabrikstra§e
4439;Kreisvolkshochschule Barnim;Brandenburg;16321;Bernau;Jahnstra§e
9670;FUrstenwalder Aus- und Weiterbildungszentrum;Brandenburg;15517;FUrstenwalde;Julius-Pintsch-Ring
7559;Aristoteles Institut Pantidis und Weigle-Pantitis GbR;Bremen;28211;Bremen;Argonnenstr.
3641;Berlitz Deutschland GmbH;Bremen;28195;Bremen;Hanseatenhof
9885;Bremer Volkshochschule;Bremen;28195;Bremen;Breitenweg
9864;DAA Deutsche Angestellten Akademie GmbH - Bremen;Bremen;28195;Bremen;BUrgermeister-Smidt-Str.
Z2002;Communicate International GmbH & Co.KG / Inlingua;Bremen;27570;Bremerhaven;Friedrich-Ebert-Stra§e
9884;communicate International GmbH & Co. KG - inlingua Bremen;Bremen;28195;Bremen;Am Wall
3640;Kulturzentrum Lagerhaus Bremen e. V.;Bremen;28203;Bremen;Schildstra§e
10209;PŠdagogisches Zentrum e. V.;Bremen;27570;Bremerhaven;Elbinger Platz
9887;ParitŠtisches Bildungswerk LV Bremen e. V.;Bremen;28195;Bremen;Faulenstr.
3639;VHS Bremerhaven;Bremen;27568;Bremerhaven;Lloydstra§e
3659;TERTIA Berufsfšrderung GmbH & CO.KG;Bremen;28195;Bremen;BUrgermeister-Smidt-Stra§e
21056;BSB Erwachsenenbildung GmbH;Bremen;28195;Bremen;Hutfilterstra§e
21053;Schule fUr Weiterbildung;Bremen;28259;Bremen;Norderoog
21055;STB GmbH & Co. KB;Bremen;28195;Bremen;Faulenstr.
21143;Aristoteles Institut GmbH;Bremen;28211;Bremen;Argonnenstr.
810;Agentur der Wirtschaft Gesellschaft fUr Personalentwicklung und Personalintegration (ADW) GmbH;Hamburg;20097;Hamburg;Hammerbrookstra§e
792;Akademikerbund Hamburg e. V.;Hamburg;20146;Hamburg;Hallerstra§e
9783;Arab World IC GmbH;Hamburg;22143;Hamburg;Waterblšckenwiese
9946;AveLang Sprachschule Inh. Grace Denker;Hamburg;20097;Hamburg;Hammerbrookstra§e
9803;AWO Hamburg Akademie fUr Bildung und Integration gGmbH;Hamburg;20097;Hamburg;Adenauerallee
10244;Azubihilfe, Allround Nachhilfe und Sprachkurse - B. Vollmert;Hamburg;20097;Hamburg;Spaldingstra§e
805;BBQ - Baumann Bildungund Qualifizierung GmbH;Hamburg;20097;Hamburg;Wendenstra§e
807;Berlitz Deutschland GmbH;Hamburg;20095;Hamburg;Kurze MUhren
9883;CBW College Berufliche Weiterbildung GmbH;Hamburg;20097;Hamburg;Frankenstra§e
9483;Colon Fremdsprachen-Institut GmbH & Co. KG;Hamburg;20354;Hamburg;Colonnaden
9923;DAA Deutsche Angestellten-Akademie GmbH;Hamburg;22083;Hamburg;Hamburger Str.
10309;date up training GmbH;Hamburg;20097;Hamburg;Frankenstr.
11217;Estudio Espa–ol Ernesto Martin;Hamburg;21073;Hamburg;Schlo§mUhlendamm
811;Grone - Bildungszentrum fUr Qualifizierung und Integration Hamburg gGmbH;Hamburg;22041;Hamburg;HolzmUhlenstra§e
9624;Hamburger Volkshochschule Landesvertrieb der Freien und Hansestadt Hamburg;Hamburg;20357;Hamburg;Schanzenstra§e
10264;inlingua Sprachschule Hamburg GmbH;Hamburg;20095;Hamburg;Spitalerstra§e
741;Interkulturelle Bildung Hamburg e. V.;Hamburg;22089;Hamburg;Marie-Bautz-Weg
853;Internationaler Bund - Bildung und Migration Hamburg - Schleswig-Holstein;Hamburg;22111;Hamburg;Horner Landstra§e
800;KOM gemeinnUtzige Gesellschaft fUr berufliche Kompetenzentwicklung mbH;Hamburg;22525;Hamburg;Kieler Stra§e
21039;Panacea 4U Deutschland UG;Hamburg;22453;Hamburg;Willhoop
10303;SBB Kompetenz gGmbH;Hamburg;20537;Hamburg;Wendenstr.
9886;SBZ-Stadtteilbildungszentrum e.V.;Hamburg;20097;Hamburg;Beim Strohhause
799;WBS Trainig AG;Hamburg;20097;Hamburg;Spaldingstra§e
7959;Akademie fUr Bildung und Integration Fulda e.V.;Hessen;36037;Fulda;Buttermarkt
10152;ASB Lehrerkooperative Bildung und Kommunikation gGmbH;Hessen;60486;Frankfurt;Kasseler Stra§e
